IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.65.198.87,443,443,true,FRA,Europe,Frankfurt,175,8.34
34.118.102.129,443,443,true,FRA,Europe,Frankfurt,201,8.34
34.141.229.245,443,443,true,FRA,Europe,Frankfurt,183,8.34
34.118.36.86,443,443,true,FRA,Europe,Frankfurt,193,8.33
34.118.95.31,443,443,true,EWR,North America,Newark,176,8.31
34.154.70.46,443,443,true,FRA,Europe,Frankfurt,177,8.29
34.145.202.3,443,443,true,IAD,North America,Ashburn,287,8.29
34.116.233.124,443,443,true,FRA,Europe,Frankfurt,185,8.28
34.89.248.224,443,443,true,FRA,Europe,Frankfurt,157,8.27
34.91.190.69,443,443,true,FRA,Europe,Frankfurt,175,8.25
34.105.233.161,443,443,true,LHR,Europe,London,175,8.25
34.116.141.102,443,443,true,FRA,Europe,Frankfurt,189,8.24
34.154.0.156,443,443,true,FRA,Europe,Frankfurt,179,8.24
35.199.37.84,443,443,true,IAD,North America,Ashburn,216,8.24
34.116.185.16,443,443,true,FRA,Europe,Frankfurt,252,8.23
34.154.116.71,443,443,true,AMS,Europe,Amsterdam,189,8.23
34.154.153.67,443,443,true,FRA,Europe,Frankfurt,197,8.22
34.65.198.87,443,443,true,FRA,Europe,Frankfurt,176,8.19
34.116.215.179,443,443,true,FRA,Europe,Frankfurt,198,8.17
34.118.21.230,443,443,true,FRA,Europe,Frankfurt,260,8.17
34.154.183.252,443,443,true,FRA,Europe,Frankfurt,183,8.17
34.34.26.94,443,443,true,FRA,Europe,Frankfurt,196,8.15
34.74.105.17,80,8080,false,ATL,North America,Atlanta,218,8.12
34.65.122.213,443,443,true,FRA,Europe,Frankfurt,180,8.07
34.116.174.214,443,443,true,FRA,Europe,Frankfurt,192,8.04
34.154.243.21,443,443,true,CDG,Europe,Paris,184,8.04
34.74.105.17,80,8080,false,ATL,North America,Atlanta,217,8.03
34.118.127.195,443,443,true,FRA,Europe,Frankfurt,189,8.03
34.86.201.88,443,443,true,IAD,North America,Ashburn,211,8.03
35.190.152.145,443,443,true,ATL,North America,Atlanta,218,8.02
34.65.226.240,443,443,true,FRA,Europe,Frankfurt,177,8.01
34.116.251.158,443,443,true,FRA,Europe,Frankfurt,208,8.01
34.116.210.146,443,443,true,FRA,Europe,Frankfurt,253,8.00
34.65.92.52,443,443,true,FRA,Europe,Frankfurt,177,7.98
34.116.138.156,443,443,true,FRA,Europe,Frankfurt,184,7.98
34.116.161.50,443,443,true,AMS,Europe,Amsterdam,260,7.97
34.118.56.193,443,443,true,FRA,Europe,Frankfurt,188,7.97
34.118.100.32,443,443,true,FRA,Europe,Frankfurt,186,7.93
34.116.159.30,443,443,true,FRA,Europe,Frankfurt,293,7.92
35.185.75.107,443,443,true,ATL,North America,Atlanta,219,7.92
34.118.40.250,443,443,true,FRA,Europe,Frankfurt,194,7.90
34.116.203.117,443,443,true,FRA,Europe,Frankfurt,213,7.86
34.65.137.126,443,443,true,FRA,Europe,Frankfurt,176,7.86
34.148.187.247,443,443,true,ATL,North America,Atlanta,218,7.85
34.116.138.163,443,443,true,FRA,Europe,Frankfurt,195,7.79
34.118.95.108,443,443,true,AMS,Europe,Amsterdam,186,7.78
34.116.175.99,443,443,true,FRA,Europe,Frankfurt,185,7.78
34.118.56.37,443,443,true,AMS,Europe,Amsterdam,184,7.74
34.118.122.183,443,443,true,FRA,Europe,Frankfurt,187,7.74
34.118.112.163,443,443,true,EWR,North America,Newark,185,7.74
34.116.233.144,443,443,true,FRA,Europe,Frankfurt,251,7.71
34.116.233.144,443,443,true,FRA,Europe,Frankfurt,190,7.64
34.116.200.90,443,443,true,FRA,Europe,Frankfurt,185,7.63
34.65.171.24,443,443,true,FRA,Europe,Frankfurt,163,7.61
34.116.233.124,443,443,true,FRA,Europe,Frankfurt,277,7.57
34.65.148.104,443,443,true,AMS,Europe,Amsterdam,176,7.53
34.91.251.139,443,443,true,FRA,Europe,Frankfurt,178,7.51
34.34.26.94,443,443,true,CDG,Europe,Paris,181,7.48
34.154.231.250,443,443,true,FRA,Europe,Frankfurt,163,7.46
34.154.135.246,443,443,true,FRA,Europe,Frankfurt,178,7.45
34.116.161.50,443,443,true,FRA,Europe,Frankfurt,190,7.45
34.154.113.182,443,443,true,FRA,Europe,Frankfurt,176,7.44
34.65.5.18,443,443,true,FRA,Europe,Frankfurt,175,7.44
34.118.41.156,443,443,true,FRA,Europe,Frankfurt,189,7.39
34.118.41.156,443,443,true,FRA,Europe,Frankfurt,198,7.38
34.118.40.250,443,443,true,FRA,Europe,Frankfurt,186,7.37
34.65.53.29,443,443,true,FRA,Europe,Frankfurt,165,7.33
34.66.72.229,443,443,true,ORD,North America,Chicago,204,7.30
34.65.151.75,443,443,true,FRA,Europe,Frankfurt,177,7.28
34.34.186.205,443,443,true,CDG,Europe,Paris,232,7.26
34.141.29.148,443,443,true,FRA,Europe,Frankfurt,168,7.25
34.65.122.213,443,443,true,FRA,Europe,Frankfurt,175,7.25
34.89.254.249,443,443,true,FRA,Europe,Frankfurt,170,7.20
34.32.225.217,443,443,true,FRA,Europe,Frankfurt,179,7.19
34.65.37.14,443,443,true,FRA,Europe,Frankfurt,177,7.18
34.65.60.0,443,443,true,FRA,Europe,Frankfurt,179,7.15
34.34.186.205,443,443,true,CDG,Europe,Paris,226,7.14
34.118.105.92,443,443,true,FRA,Europe,Frankfurt,192,7.04
34.65.200.26,443,443,true,FRA,Europe,Frankfurt,170,7.03
34.159.33.181,443,443,true,FRA,Europe,Frankfurt,155,7.02
34.65.43.245,443,443,true,SIN,Asia Pacific,Singapore,185,6.96
34.65.198.87,443,443,true,FRA,Europe,Frankfurt,178,6.95
34.116.186.105,443,443,true,FRA,Europe,Frankfurt,176,6.94
34.90.91.229,443,443,true,AMS,Europe,Amsterdam,189,6.94
34.118.42.177,443,443,true,FRA,Europe,Frankfurt,198,6.90
34.65.20.102,443,443,true,FRA,Europe,Frankfurt,183,6.83
34.118.42.177,443,443,true,FRA,Europe,Frankfurt,173,6.82
34.141.201.253,443,443,true,FRA,Europe,Frankfurt,189,6.74
34.32.162.158,443,443,true,FRA,Europe,Frankfurt,174,6.74
34.91.190.69,443,443,true,FRA,Europe,Frankfurt,175,6.71
34.91.182.53,443,443,true,FRA,Europe,Frankfurt,164,6.71
34.65.238.241,443,443,true,FRA,Europe,Frankfurt,175,6.67
34.65.38.18,443,443,true,FRA,Europe,Frankfurt,173,6.67
34.65.174.156,443,443,true,FRA,Europe,Frankfurt,195,6.65
34.65.170.6,443,443,true,FRA,Europe,Frankfurt,166,6.64
34.65.61.221,443,443,true,FRA,Europe,Frankfurt,194,6.63
34.116.238.166,443,443,true,SIN,Asia Pacific,Singapore,278,6.61
34.90.34.13,443,443,true,FRA,Europe,Frankfurt,199,6.59
34.141.221.132,443,443,true,AMS,Europe,Amsterdam,164,6.58
34.65.227.116,443,443,true,FRA,Europe,Frankfurt,189,6.57
34.116.175.99,443,443,true,FRA,Europe,Frankfurt,287,6.53
34.65.193.203,443,443,true,FRA,Europe,Frankfurt,177,6.51
34.116.229.139,443,443,true,FRA,Europe,Frankfurt,199,6.48
34.65.249.51,443,443,true,FRA,Europe,Frankfurt,177,6.47
34.65.247.155,443,443,true,AMS,Europe,Amsterdam,184,6.44
34.65.79.169,443,443,true,FRA,Europe,Frankfurt,163,6.38
34.65.218.205,443,443,true,FRA,Europe,Frankfurt,177,6.32
34.154.65.62,443,443,true,FRA,Europe,Frankfurt,187,6.30
34.65.43.197,443,443,true,FRA,Europe,Frankfurt,173,6.28
34.65.77.135,443,443,true,AMS,Europe,Amsterdam,173,6.17
34.65.119.65,443,443,true,CDG,Europe,Paris,172,6.12
34.65.125.44,443,443,true,FRA,Europe,Frankfurt,184,6.12
35.246.151.28,443,0,true,FRA,Europe,Frankfurt,153,5.99
34.22.194.111,8080,80,false,CDG,Europe,Paris,164,5.98
34.65.227.116,443,443,true,FRA,Europe,Frankfurt,166,5.97
34.65.171.24,443,443,true,FRA,Europe,Frankfurt,181,5.84
34.65.227.233,443,443,true,FRA,Europe,Frankfurt,177,5.84
34.116.138.163,443,443,true,FRA,Europe,Frankfurt,293,5.83
34.65.135.65,443,443,true,FRA,Europe,Frankfurt,163,5.75
34.154.161.248,443,443,true,FRA,Europe,Frankfurt,201,5.60
34.65.119.65,443,443,true,FRA,Europe,Frankfurt,187,5.59
34.65.114.26,443,443,true,FRA,Europe,Frankfurt,184,5.58
34.65.43.5,443,443,true,FRA,Europe,Frankfurt,177,5.30
34.65.7.101,443,443,true,FRA,Europe,Frankfurt,179,5.17
34.65.227.116,443,443,true,FRA,Europe,Frankfurt,186,5.14
34.65.70.151,443,443,true,AMS,Europe,Amsterdam,182,5.13
34.65.168.45,443,443,true,FRA,Europe,Frankfurt,177,5.07
34.32.177.237,443,443,true,AMS,Europe,Amsterdam,183,4.99
34.142.51.100,443,443,true,LHR,Europe,London,296,4.97
34.65.133.57,443,443,true,FRA,Europe,Frankfurt,175,4.90
34.65.18.192,443,443,true,FRA,Europe,Frankfurt,184,4.67
34.65.239.183,443,443,true,FRA,Europe,Frankfurt,172,4.25
34.65.35.242,443,443,true,FRA,Europe,Frankfurt,173,4.22
34.65.122.213,443,443,true,FRA,Europe,Frankfurt,165,4.16
34.65.138.12,443,443,true,FRA,Europe,Frankfurt,175,4.03
34.65.99.243,443,443,true,FRA,Europe,Frankfurt,182,3.55
34.65.106.214,443,443,true,FRA,Europe,Frankfurt,175,3.49
34.65.238.241,443,443,true,SIN,Asia Pacific,Singapore,175,3.48
34.65.236.226,443,443,true,FRA,Europe,Frankfurt,175,3.35
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,161,2.87
34.140.239.154,2083,80,false,CDG,Europe,Paris,161,2.80
34.140.239.154,2082,80,false,CDG,Europe,Paris,164,2.71
34.140.239.154,2095,80,false,CDG,Europe,Paris,168,2.69
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,168,2.68
34.141.221.33,2087,80,false,AMS,Europe,Amsterdam,160,2.68
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,167,2.67
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,164,2.67
35.187.41.171,2087,80,false,CDG,Europe,Paris,161,2.67
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,164,2.67
34.65.53.217,443,443,true,FRA,Europe,Frankfurt,178,2.66
34.140.239.154,2096,80,false,CDG,Europe,Paris,168,2.66
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,160,2.65
34.140.239.154,2053,80,false,CDG,Europe,Paris,164,2.65
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,163,2.65
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,163,2.64
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,160,2.64
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,169,2.63
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,161,2.63
34.140.239.154,2086,80,false,CDG,Europe,Paris,164,2.62
34.141.248.249,2095,80,false,AMS,Europe,Amsterdam,164,2.62
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,164,2.62
34.140.239.154,2087,80,false,CDG,Europe,Paris,167,2.62
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,163,2.62
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,168,2.61
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,164,2.60
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,164,2.60
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,164,2.60
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,181,2.59
34.175.244.157,2082,80,false,MAD,Europe,Madrid,185,2.58
34.175.133.251,2053,80,false,MAD,Europe,Madrid,182,2.57
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,163,2.54
35.229.161.32,443,443,true,TPE,Asia Pacific,Taipei,55,2.54
34.140.239.154,2052,80,false,CDG,Europe,Paris,164,2.53
34.175.95.58,2096,80,false,MAD,Europe,Madrid,184,2.53
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,164,2.51
34.175.133.251,2095,80,false,MAD,Europe,Madrid,183,2.50
34.175.95.58,2095,80,false,MAD,Europe,Madrid,185,2.50
34.175.95.58,2053,80,false,MAD,Europe,Madrid,178,2.49
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,167,2.48
34.175.133.251,2087,80,false,MAD,Europe,Madrid,185,2.48
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,164,2.48
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,166,2.47
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,166,2.47
34.175.95.58,2052,80,false,MAD,Europe,Madrid,178,2.47
34.175.95.58,2083,80,false,MAD,Europe,Madrid,182,2.47
34.175.95.58,2082,80,false,MAD,Europe,Madrid,185,2.47
34.175.7.231,2052,80,false,MAD,Europe,Madrid,181,2.46
34.175.95.58,2086,80,false,MAD,Europe,Madrid,181,2.46
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,161,2.46
34.175.133.251,2052,80,false,MAD,Europe,Madrid,185,2.45
35.187.41.171,2083,80,false,CDG,Europe,Paris,165,2.45
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,168,2.45
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,169,2.44
34.175.133.251,2096,80,false,MAD,Europe,Madrid,181,2.44
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,166,2.43
34.175.133.251,2083,80,false,MAD,Europe,Madrid,185,2.43
34.175.168.99,2087,80,false,MAD,Europe,Madrid,181,2.41
34.175.133.251,2086,80,false,MAD,Europe,Madrid,182,2.41
34.175.133.251,2082,80,false,MAD,Europe,Madrid,185,2.41
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,167,2.39
34.175.161.245,2086,80,false,MAD,Europe,Madrid,188,2.37
34.175.99.73,2052,80,false,MAD,Europe,Madrid,183,2.36
34.175.7.231,2082,80,false,MAD,Europe,Madrid,193,2.36
34.175.99.73,2082,80,false,MAD,Europe,Madrid,184,2.36
34.175.7.231,2087,80,false,MAD,Europe,Madrid,181,2.36
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,165,2.35
34.175.99.73,2086,80,false,MAD,Europe,Madrid,182,2.35
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,162,2.33
34.175.99.73,2095,80,false,MAD,Europe,Madrid,181,2.32
34.175.95.58,2087,80,false,MAD,Europe,Madrid,184,2.27
34.175.7.231,2053,80,false,MAD,Europe,Madrid,182,2.25
34.175.161.245,2083,80,false,MAD,Europe,Madrid,179,2.25
34.175.191.200,2082,0,false,MAD,Europe,Madrid,184,2.22
34.175.244.157,2083,80,false,MAD,Europe,Madrid,185,2.22
34.175.161.245,2087,80,false,MAD,Europe,Madrid,182,2.21
34.175.161.245,2052,80,false,MAD,Europe,Madrid,180,2.19
34.175.161.245,2082,80,false,MAD,Europe,Madrid,178,2.19
34.175.244.157,2086,80,false,MAD,Europe,Madrid,183,2.19
34.175.168.99,2082,80,false,MAD,Europe,Madrid,180,2.19
34.175.244.157,2052,80,false,MAD,Europe,Madrid,181,2.18
34.175.191.200,2086,0,false,MAD,Europe,Madrid,185,2.18
34.175.244.157,2096,80,false,MAD,Europe,Madrid,184,2.17
34.175.244.157,2087,80,false,MAD,Europe,Madrid,179,2.17
34.175.168.99,2052,80,false,MAD,Europe,Madrid,184,2.16
34.175.161.245,2053,80,false,MAD,Europe,Madrid,180,2.16
34.175.161.245,2096,80,false,MAD,Europe,Madrid,185,2.14
34.175.161.245,2095,80,false,MAD,Europe,Madrid,180,2.13
34.175.99.73,2096,80,false,MAD,Europe,Madrid,181,2.13
34.175.191.200,2083,0,false,MAD,Europe,Madrid,182,2.13
34.175.168.99,2083,80,false,MAD,Europe,Madrid,185,2.12
34.175.143.15,2095,80,false,MAD,Europe,Madrid,182,2.11
34.175.244.157,2053,80,false,MAD,Europe,Madrid,180,2.09
34.175.244.157,2095,80,false,MAD,Europe,Madrid,179,2.02
34.65.25.217,443,443,true,FRA,Europe,Frankfurt,179,1.88
34.34.7.204,443,443,true,FRA,Europe,Frankfurt,165,1.66
34.65.209.104,443,443,true,FRA,Europe,Frankfurt,179,1.27
35.194.241.8,8080,80,false,TPE,Asia Pacific,Taipei,41,1.14
34.91.250.0,443,443,true,FRA,Europe,Frankfurt,164,0.93
34.32.178.41,443,443,true,FRA,Europe,Frankfurt,175,0.87
34.120.198.225,80,0,false,SIN,Asia Pacific,Singapore,11,0.35
34.22.194.111,8080,80,false,CDG,Europe,Paris,166,0.27
34.120.198.225,80,0,false,SIN,Asia Pacific,Singapore,15,0.12
35.227.174.52,80,0,false,SEA,North America,Seattle,156,0.12
35.227.174.52,443,0,false,SEA,North America,Seattle,291,0.11
34.128.66.175,80,0,false,SIN,Asia Pacific,Singapore,15,0.11
34.110.176.152,80,0,false,SIN,Asia Pacific,Singapore,1,0.10
34.110.176.152,80,0,false,SIN,Asia Pacific,Singapore,34,0.09
35.229.172.56,80,0,false,TPE,Asia Pacific,Taipei,41,0.09
130.41.109.158,8080,80,false,IAD,North America,Ashburn,211,0.09
34.121.160.133,80,0,false,ORD,North America,Chicago,233,0.06
34.121.160.133,80,0,false,ORD,North America,Chicago,218,0.06
34.149.68.111,80,0,false,SIN,Asia Pacific,Singapore,1,0.05
34.150.3.141,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.05
34.134.91.160,80,0,false,ORD,North America,Chicago,205,0.05
34.146.45.46,80,0,false,HKG,Asia Pacific,Hong Kong,75,0.04
34.146.45.46,80,0,false,HKG,Asia Pacific,Hong Kong,74,0.04
35.244.119.6,443,0,true,SYD,Oceania,Sydney,130,0.04
104.155.53.64,80,0,false,CDG,Europe,Paris,162,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,42,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.04
34.144.230.100,80,0,false,SJC,North America,San Jose,7,0.03
34.27.194.227,2053,443,true,ORD,North America,Chicago,205,0.03
34.67.161.168,80,0,false,ORD,North America,Chicago,205,0.03
34.69.253.52,80,0,false,ORD,North America,Chicago,205,0.03
34.67.161.168,80,0,false,ORD,North America,Chicago,204,0.03
35.230.234.174,80,0,false,SIN,Asia Pacific,Singapore,1,0.03
35.227.246.247,80,0,false,SIN,Asia Pacific,Singapore,1,0.03
35.230.237.32,80,0,false,SIN,Asia Pacific,Singapore,1,0.02
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,4,0.02
34.101.196.118,80,0,false,SIN,Asia Pacific,Singapore,47,0.02
35.192.66.130,80,0,false,ORD,North America,Chicago,205,0.02
34.135.54.87,80,0,false,ORD,North America,Chicago,206,0.02
34.111.68.8,80,0,false,SIN,Asia Pacific,Singapore,37,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,215,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,227,0.02
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,1,0.02
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,15,0.02
34.144.230.100,80,0,false,SJC,North America,San Jose,17,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,311,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,312,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,345,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,322,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.01
34.81.205.253,80,80,false,TPE,Asia Pacific,Taipei,45,0.01
34.81.205.253,80,80,false,TPE,Asia Pacific,Taipei,41,0.01
34.81.205.253,80,80,false,TPE,Asia Pacific,Taipei,42,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,52,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,37,0.01
34.81.205.253,443,443,true,TPE,Asia Pacific,Taipei,66,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,37,0.01
34.81.205.253,443,443,true,TPE,Asia Pacific,Taipei,41,0.01
34.81.205.253,443,443,true,TPE,Asia Pacific,Taipei,41,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,36,0.01
35.184.199.202,80,0,false,ORD,North America,Chicago,206,0.01
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.01
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,41,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,42,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,41,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,44,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,39,0.00
35.192.46.69,80,0,false,ORD,North America,Chicago,205,0.00
35.184.27.144,80,0,false,ORD,North America,Chicago,205,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,19,0.00
34.120.124.61,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,14,0.00
35.241.9.203,80,0,false,ORD,North America,Chicago,2,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,27,0.00
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
35.230.48.122,8080,0,false,SEA,North America,Seattle,156,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,206,0.00
34.135.13.56,80,0,false,ORD,North America,Chicago,206,0.00
34.132.254.201,80,0,false,ORD,North America,Chicago,205,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,205,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,205,0.00
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,1,0.00
34.120.124.61,80,0,false,SIN,Asia Pacific,Singapore,24,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,24,0.00
35.244.140.128,80,0,false,LHR,Europe,London,13,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,13,0.00
34.100.190.34,80,0,false,BOM,Asia Pacific,Mumbai,99,0.00
34.100.190.34,80,0,false,BOM,Asia Pacific,Mumbai,118,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,206,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,168,0.00
34.36.101.99,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.240.116.140,80,0,false,CDG,Europe,Paris,232,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,168,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,165,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,204,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.120.35.204,80,0,false,IAD,North America,Ashburn,7,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,1,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,11,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,156,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,435,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,157,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.159.120.110,80,0,false,FRA,Europe,Frankfurt,229,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,165,0.00
34.102.244.136,80,0,false,SIN,Asia Pacific,Singapore,14,0.00
35.220.132.211,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.36.205.106,80,0,false,HKG,Asia Pacific,Hong Kong,1,0.00
34.142.184.16,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.154.141.194,443,0,true,FRA,Europe,Frankfurt,171,0.00
34.111.204.123,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.111.204.123,80,0,false,SIN,Asia Pacific,Singapore,37,0.00
130.211.8.184,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.36.155.53,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.244.184.119,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.110.205.106,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.186.153.145,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.240.165.181,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.230.236.158,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
35.227.211.1,80,0,false,SIN,Asia Pacific,Singapore,7,0.00
34.128.84.187,80,0,false,SIN,Asia Pacific,Singapore,14,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,15,0.00
34.128.66.175,80,0,false,SIN,Asia Pacific,Singapore,16,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
34.120.222.161,80,0,false,SIN,Asia Pacific,Singapore,24,0.00
34.120.222.161,80,0,false,SIN,Asia Pacific,Singapore,24,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,25,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,28,0.00
34.117.85.196,80,0,false,SIN,Asia Pacific,Singapore,29,0.00
34.117.11.142,80,0,false,SIN,Asia Pacific,Singapore,36,0.00
34.110.205.106,80,0,false,SIN,Asia Pacific,Singapore,37,0.00
34.143.203.62,80,0,false,SIN,Asia Pacific,Singapore,57,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,73,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
34.97.218.204,8443,443,true,KIX,Asia Pacific,Osaka,80,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,86,0.00
34.97.254.165,443,0,true,HKG,Asia Pacific,Hong Kong,91,0.00
34.89.186.157,443,0,true,FRA,Europe,Frankfurt,154,0.00
35.233.172.5,80,0,false,SEA,North America,Seattle,155,0.00
34.105.3.218,443,0,true,SEA,North America,Seattle,155,0.00
34.83.36.143,80,80,false,SEA,North America,Seattle,156,0.00
35.197.92.113,443,443,true,SEA,North America,Seattle,156,0.00
35.197.39.198,80,0,false,SEA,North America,Seattle,156,0.00
35.233.250.18,80,0,false,SEA,North America,Seattle,156,0.00
35.197.23.75,443,443,true,SEA,North America,Seattle,156,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,156,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,156,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,157,0.00
34.141.84.126,80,0,false,FRA,Europe,Frankfurt,158,0.00
34.90.91.229,443,443,true,FRA,Europe,Frankfurt,161,0.00
34.89.158.195,443,443,true,CDG,Europe,Paris,169,0.00
34.89.235.122,443,443,true,FRA,Europe,Frankfurt,171,0.00
34.65.62.133,443,0,true,FRA,Europe,Frankfurt,172,0.00
34.65.125.44,443,0,true,FRA,Europe,Frankfurt,174,0.00
